iter	Logloss
1513	0.2490417605
1514	0.2490393571
1515	0.2490354597
1516	0.2490327552
1517	0.2490295144
1518	0.2490258358
1519	0.2490233625
1520	0.2490187098
1521	0.2490112355
1522	0.2490085896
1523	0.2490041167
1524	0.2490004772
1525	0.2489981735
1526	0.2489951371
1527	0.2489889256
1528	0.2489862366
1529	0.2489835937
1530	0.2489805666
1531	0.2489757855
1532	0.2489738219
1533	0.2489714185
1534	0.2489693757
1535	0.2489649789
1536	0.2489616497
1537	0.2489584016
1538	0.2489549419
1539	0.2489475735
1540	0.2489448536
1541	0.2489398669
1542	0.2489359274
1543	0.2489324255
1544	0.2489291035
1545	0.2489256047
1546	0.2489234007
1547	0.2489194035
1548	0.2489177975
1549	0.2489126156
1550	0.2489095145
1551	0.2489077461
1552	0.248905877
1553	0.24890412
1554	0.248901957
1555	0.2488991909
1556	0.2488926064
1557	0.2488881264
1558	0.2488853469
1559	0.2488806284
1560	0.2488775304
1561	0.2488749739
1562	0.2488706747
1563	0.2488683935
1564	0.2488666549
1565	0.2488633257
1566	0.2488591097
1567	0.2488572941
1568	0.2488531696
1569	0.2488514299
1570	0.2488473095
1571	0.2488451692
1572	0.2488394992
1573	0.2488352843
1574	0.2488318821
1575	0.2488281871
1576	0.2488253994
1577	0.248823671
1578	0.2488204055
1579	0.2488163087
1580	0.2488122202
1581	0.2488079487
1582	0.248805757
1583	0.248802288
1584	0.2487982775
1585	0.2487930268
1586	0.2487860057
1587	0.2487813427
1588	0.2487738242
1589	0.2487718113
1590	0.2487701271
1591	0.2487685673
1592	0.2487616294
1593	0.2487595805
1594	0.2487562133
1595	0.2487507088
1596	0.2487481666
1597	0.2487458495
1598	0.248743592
1599	0.2487405577
1600	0.2487383732
1601	0.2487360366
1602	0.2487311393
1603	0.2487250214
1604	0.2487186188
1605	0.248711946
1606	0.2487062914
1607	0.2487035972
1608	0.2486982921
1609	0.248695042
1610	0.2486904838
1611	0.2486836671
1612	0.2486814045
1613	0.2486786086
1614	0.2486754283
1615	0.2486733414
1616	0.2486716408
1617	0.2486652753
1618	0.2486601263
1619	0.2486581513
1620	0.248655714
1621	0.2486516553
1622	0.2486493001
1623	0.2486473694
1624	0.2486408569
1625	0.2486385901
1626	0.2486322163
1627	0.2486302311
1628	0.2486229284
1629	0.248620113
1630	0.248616457
1631	0.2486135655
1632	0.2486093845
1633	0.2486054213
1634	0.2486031781
1635	0.2486012073
1636	0.2485943619
1637	0.2485917848
1638	0.2485853391
1639	0.2485807059
1640	0.2485762207
1641	0.2485738266
1642	0.248571754
1643	0.2485689139
1644	0.2485653956
1645	0.2485624291
1646	0.2485604932
1647	0.2485543958
1648	0.2485506453
1649	0.2485478165
1650	0.2485428628
1651	0.2485404275
1652	0.248533468
1653	0.2485275175
1654	0.2485252148
1655	0.2485222637
1656	0.2485198552
1657	0.2485174991
1658	0.2485151172
1659	0.2485110266
1660	0.2485053803
1661	0.2485007379
1662	0.2484976388
1663	0.2484945275
1664	0.2484928762
1665	0.2484883047
1666	0.2484853731
1667	0.2484817511
1668	0.2484795131
1669	0.2484728783
1670	0.2484670409
1671	0.2484613534
1672	0.2484571344
1673	0.2484530592
1674	0.2484498419
1675	0.2484452324
1676	0.2484407133
1677	0.2484369649
1678	0.2484341391
1679	0.2484276574
1680	0.2484246026
1681	0.2484194464
1682	0.2484142779
1683	0.2484078085
1684	0.2484066926
1685	0.2484039522
1686	0.2484009394
1687	0.2483952243
1688	0.2483930521
1689	0.2483866485
1690	0.2483827859
1691	0.2483809949
1692	0.2483770615
1693	0.2483726031
1694	0.2483670554
1695	0.2483637817
1696	0.2483610967
1697	0.2483584508
1698	0.2483549972
1699	0.2483522342
1700	0.2483503692
1701	0.2483476586
1702	0.2483417266
1703	0.2483354884
1704	0.2483294897
1705	0.2483246736
1706	0.2483186451
1707	0.2483130984
1708	0.248307223
1709	0.2483034611
1710	0.2482990602
1711	0.2482964153
1712	0.248292896
1713	0.2482911287
1714	0.2482873001
1715	0.2482851176
1716	0.2482833564
1717	0.2482785228
1718	0.2482766918
1719	0.2482705728
1720	0.2482682423
1721	0.2482659746
1722	0.2482613342
1723	0.2482574203
1724	0.248251624
1725	0.2482496152
1726	0.2482443603
1727	0.2482396645
1728	0.2482359756
1729	0.2482334664
1730	0.2482311298
1731	0.2482289514
1732	0.2482217329
1733	0.2482194703
1734	0.2482170833
1735	0.2482114987
1736	0.2482058185
1737	0.2482015049
1738	0.2481985045
1739	0.248196584
1740	0.2481948659
1741	0.248192666
1742	0.2481905544
1743	0.2481884058
1744	0.2481836165
1745	0.2481799841
1746	0.2481772067
1747	0.2481733504
1748	0.248168934
1749	0.2481671307
1750	0.2481621101
1751	0.2481598331
1752	0.2481577503
1753	0.2481554897
1754	0.2481499318
1755	0.2481462953
1756	0.2481417176
1757	0.2481401147
1758	0.248137664
1759	0.2481361104
1760	0.2481331439
1761	0.2481302164
1762	0.2481264392
1763	0.2481204805
1764	0.2481175407
1765	0.2481147777
1766	0.2481106552
1767	0.2481088375
1768	0.2481050356
1769	0.2481015451
1770	0.2480988899
1771	0.2480964506
1772	0.2480890903
1773	0.2480854405
1774	0.248080049
1775	0.2480777083
1776	0.2480738078
1777	0.2480692455
1778	0.2480665914
1779	0.2480631368
1780	0.2480587441
1781	0.2480564105
1782	0.2480539938
1783	0.248048181
1784	0.2480449391
1785	0.2480415431
1786	0.2480390133
1787	0.2480341079
1788	0.2480305444
1789	0.2480276724
1790	0.2480221792
1791	0.2480190575
1792	0.248014708
1793	0.2480093987
1794	0.2480073261
1795	0.2480052629
1796	0.2480038818
1797	0.248001052
1798	0.2479968967
1799	0.2479948837
1800	0.2479929016
1801	0.24799064
1802	0.2479854345
1803	0.2479785716
1804	0.2479729253
1805	0.2479712072
1806	0.2479677968
1807	0.2479635284
1808	0.247962096
1809	0.247957505
1810	0.2479546135
1811	0.2479490494
1812	0.2479449526
1813	0.2479421875
1814	0.247940152
1815	0.2479362062
1816	0.2479301397
1817	0.2479224352
1818	0.2479181134
1819	0.2479163748
1820	0.2479121485
1821	0.2479074054
1822	0.2479040628
1823	0.2479007398
1824	0.2478973099
1825	0.2478952188
1826	0.2478928051
1827	0.2478906864
1828	0.2478889735
1829	0.2478855384
1830	0.2478817242
1831	0.2478795787
1832	0.2478743989
1833	0.2478721804
1834	0.2478689684
1835	0.2478654151
1836	0.2478612937
1837	0.2478559351
1838	0.2478506073
1839	0.2478489139
1840	0.2478442962
1841	0.2478417068
1842	0.2478385615
1843	0.2478343702
1844	0.2478298932
1845	0.24782664
1846	0.2478220017
1847	0.2478182502
1848	0.2478162362
1849	0.2478127734
1850	0.2478077786
1851	0.2478012763
1852	0.2477993733
1853	0.2477960451
1854	0.247794026
1855	0.2477887486
1856	0.2477838626
1857	0.2477818723
1858	0.247779509
1859	0.2477759444
1860	0.2477728033
1861	0.2477660493
1862	0.2477622032
1863	0.2477595645
1864	0.2477557133
1865	0.2477535441
1866	0.2477494617
1867	0.2477459969
1868	0.2477438082
1869	0.2477405684
1870	0.2477352591
1871	0.2477295152
1872	0.2477273471
1873	0.2477245799
1874	0.247721074
1875	0.2477167152
1876	0.2477134579
1877	0.2477108572
1878	0.2477074684
1879	0.2477058829
1880	0.2477019217
1881	0.2476989326
1882	0.2476934405
1883	0.2476913833
1884	0.2476861706
1885	0.2476839306
1886	0.2476812847
1887	0.2476756641
1888	0.24767361
1889	0.2476715765
1890	0.2476700208
1891	0.2476650198
1892	0.2476603065
1893	0.2476565354
1894	0.2476500096
1895	0.2476473554
1896	0.2476433285
1897	0.2476382679
1898	0.2476349438
1899	0.2476305758
1900	0.2476262293
1901	0.2476240047
1902	0.2476212725
1903	0.2476192667
1904	0.2476174027
1905	0.247613121
1906	0.2476092482
1907	0.2476055131
1908	0.2476020287
1909	0.2475987057
1910	0.2475945288
1911	0.2475915962
1912	0.247588977
1913	0.247585358
1914	0.2475819445
1915	0.2475773689
1916	0.2475735506
1917	0.2475692565
1918	0.2475660239
1919	0.2475643027
1920	0.2475605471
1921	0.2475577275
1922	0.247554573
1923	0.2475501741
1924	0.2475483143
1925	0.2475466846
1926	0.2475405985
1927	0.2475384921
1928	0.2475337304
1929	0.2475312623
1930	0.2475290346
1931	0.2475266497
1932	0.2475240469
1933	0.2475194497
1934	0.2475170022
1935	0.2475139093
1936	0.2475096974
1937	0.2475047457
1938	0.2475031684
1939	0.2474983904
1940	0.2474933729
1941	0.2474892741
1942	0.2474874769
1943	0.2474856232
1944	0.2474807455
1945	0.2474779198
1946	0.2474747683
1947	0.2474694755
1948	0.2474635846
1949	0.2474611072
1950	0.2474574513
1951	0.247455315
1952	0.2474525006
1953	0.2474498115
1954	0.2474477657
1955	0.2474456685
1956	0.247441991
1957	0.2474392279
1958	0.2474333422
1959	0.2474303654
1960	0.2474263981
1961	0.2474236957
1962	0.2474191468
1963	0.2474161741
1964	0.247414155
1965	0.2474095681
1966	0.2474054055
1967	0.2474027576
1968	0.2473988776
1969	0.247396356
1970	0.2473941314
1971	0.2473883001
1972	0.2473854425
1973	0.2473819438
1974	0.2473775901
1975	0.2473761228
1976	0.2473729498
1977	0.2473709841
1978	0.2473649607
1979	0.2473629744
1980	0.2473603984
1981	0.2473571586
1982	0.2473533885
1983	0.2473499114
1984	0.2473471709
1985	0.2473442876
1986	0.2473412451
1987	0.247338929
1988	0.2473349926
1989	0.2473309677
1990	0.2473287431
1991	0.2473251816
1992	0.2473233187
1993	0.2473213993
1994	0.2473179807
1995	0.2473143237
1996	0.2473103029
1997	0.2473067014
1998	0.2473038644
1999	0.2472982448
