iter	Logloss
375	0.2555412826
376	0.2555294412
377	0.2555144824
378	0.255496147
379	0.2554816176
380	0.255468756
381	0.2554538279
382	0.2554375815
383	0.2554264995
384	0.255418195
385	0.2554070113
386	0.2553926484
387	0.2553801155
388	0.2553718274
389	0.2553551525
390	0.2553406776
391	0.2553294446
392	0.2553115162
393	0.2553006643
394	0.2552914319
395	0.2552612337
396	0.2552492433
397	0.2552416098
398	0.2552272068
399	0.25521546
400	0.2552037194
401	0.2551909121
402	0.2551827103
403	0.2551705135
404	0.2551560807
405	0.2551452875
406	0.2551213931
407	0.2551103492
408	0.2550964918
409	0.25506814
410	0.2550619625
411	0.2550519728
412	0.2550396731
413	0.2550302455
414	0.255015898
415	0.2550087741
416	0.2549938347
417	0.2549746784
418	0.2549610635
419	0.2549483354
420	0.2549395818
421	0.2549285749
422	0.254918727
423	0.2549063914
424	0.2548870819
425	0.2548809085
426	0.2548676471
427	0.2548545049
428	0.2548483099
429	0.2548350382
430	0.254825103
431	0.2548114696
432	0.2547975516
433	0.2547842543
434	0.2547759138
435	0.2547683593
436	0.2547412817
437	0.2547291434
438	0.2547149808
439	0.25470633
440	0.2546959231
441	0.2546870123
442	0.2546734047
443	0.2546629341
444	0.2546543069
445	0.2546421737
446	0.2546316045
447	0.2546247518
448	0.2546142782
449	0.25460483
450	0.2545931027
451	0.2545856489
452	0.2545794642
453	0.2545713785
454	0.2545508483
455	0.2545428613
456	0.2545223383
457	0.2545114855
458	0.2545059347
459	0.254496541
460	0.2544897942
461	0.2544843801
462	0.2544769109
463	0.254463033
464	0.2544574843
465	0.2544452145
466	0.2544387205
467	0.2544243062
468	0.2544107674
469	0.2544019583
470	0.2543911445
471	0.2543868884
472	0.2543680424
473	0.2543630681
474	0.2543519573
475	0.2543364539
476	0.2543273119
477	0.2543214898
478	0.2543121649
479	0.2543060285
480	0.2542962515
481	0.2542878093
482	0.2542706371
483	0.2542601572
484	0.2542406546
485	0.2542301192
486	0.2542217212
487	0.2542113348
488	0.2541998398
489	0.2541935102
490	0.2541869545
491	0.2541804769
492	0.2541742069
493	0.2541665425
494	0.2541595686
495	0.2541532944
496	0.2541427766
497	0.2541384527
498	0.2541272084
499	0.2541203742
500	0.2541063843
501	0.254097791
502	0.2540936727
503	0.2540786645
504	0.2540631466
505	0.254052155
506	0.2540361604
507	0.2540311491
508	0.2540194547
509	0.2540100949
510	0.2540065776
511	0.2539994568
512	0.2539933306
513	0.2539789862
514	0.2539704207
515	0.2539566979
516	0.2539487869
517	0.2539433852
518	0.2539365983
519	0.2539288579
520	0.253924421
521	0.2539175621
522	0.2539109746
523	0.2539017514
524	0.2538916333
525	0.2538857763
526	0.2538726269
527	0.2538648074
528	0.2538548865
529	0.2538480534
530	0.2538413046
531	0.253836322
532	0.2538181552
533	0.2538067012
534	0.2537967835
535	0.2537848558
536	0.2537802946
537	0.253772995
538	0.2537671287
539	0.2537602371
540	0.2537460971
541	0.2537364701
542	0.2537275357
543	0.2537136064
544	0.253708069
545	0.2537017332
546	0.2536975666
547	0.2536936763
548	0.2536843381
549	0.2536798025
550	0.2536754982
551	0.2536677279
552	0.2536620796
553	0.2536563172
554	0.2536517528
555	0.2536443648
556	0.2536290402
557	0.2536153082
558	0.2536040988
559	0.2535912299
560	0.2535884977
561	0.2535835326
562	0.2535762155
563	0.2535677825
564	0.253563433
565	0.2535514149
566	0.2535410892
567	0.2535298973
568	0.2535238461
569	0.2535193013
570	0.2535119904
571	0.2535067161
572	0.2535020551
573	0.2534948336
574	0.2534824066
575	0.2534780324
576	0.2534731197
577	0.2534686314
578	0.2534611335
579	0.2534575402
580	0.2534484208
581	0.2534365723
582	0.2534238606
583	0.253419954
584	0.2534113545
585	0.253401784
586	0.2533950711
587	0.2533815076
588	0.2533773965
589	0.2533681815
590	0.2533634847
591	0.2533587076
592	0.2533494033
593	0.2533460772
594	0.253340214
595	0.2533297907
596	0.2533155429
597	0.2533112971
598	0.2532988362
599	0.2532906272
600	0.2532818438
601	0.2532772856
602	0.2532691794
603	0.2532650888
604	0.253253791
605	0.2532472199
606	0.2532437284
607	0.2532334612
608	0.2532268069
609	0.253216774
610	0.253206137
611	0.2531999707
612	0.2531864709
613	0.2531819611
614	0.2531777379
615	0.2531740871
616	0.2531618738
617	0.2531470957
618	0.2531445382
619	0.2531360353
620	0.2531288241
621	0.2531209583
622	0.2531171235
623	0.2531057446
624	0.2531011011
625	0.2530974102
626	0.2530944047
627	0.2530905011
628	0.2530856182
629	0.2530802093
630	0.2530756799
631	0.2530664762
632	0.2530531666
633	0.2530445147
634	0.2530352309
635	0.2530304693
636	0.2530269952
637	0.2530238489
638	0.2530209184
639	0.2530074669
640	0.2530041983
641	0.2529991264
642	0.2529932766
643	0.252985531
644	0.2529725974
645	0.2529620477
646	0.2529578872
647	0.2529514004
648	0.2529476139
649	0.2529430558
650	0.2529338788
651	0.2529203451
652	0.2529121649
653	0.2529013408
654	0.2528973663
655	0.2528876767
656	0.2528828853
657	0.2528757685
658	0.2528677075
659	0.2528641409
660	0.2528505939
661	0.2528398171
662	0.2528364684
663	0.2528337618
664	0.2528311077
665	0.252818806
666	0.2528077395
667	0.2528055436
668	0.2528008663
669	0.2527967808
670	0.252788654
671	0.2527808046
672	0.2527697833
673	0.2527664109
674	0.2527635287
675	0.252752273
676	0.2527496508
677	0.2527456948
678	0.2527433191
679	0.2527391319
680	0.2527357431
681	0.2527270635
682	0.25272391
683	0.2527212106
684	0.2527138093
685	0.2527104482
686	0.2527053537
687	0.2527014059
688	0.2526931989
689	0.2526907544
690	0.2526784281
691	0.2526705921
692	0.2526572105
693	0.2526507853
694	0.2526473944
695	0.2526439656
696	0.2526349212
697	0.2526270431
698	0.2526225517
699	0.2526145482
700	0.252604874
701	0.2526020493
702	0.2525981888
703	0.2525940078
704	0.2525885094
705	0.2525856138
706	0.2525738567
707	0.2525701083
708	0.2525660803
709	0.2525573401
710	0.252553232
711	0.2525458009
712	0.2525376577
713	0.2525308338
714	0.2525273504
715	0.2525255337
716	0.2525154999
717	0.252509126
718	0.2525017504
719	0.2524939699
720	0.2524872621
721	0.2524852708
722	0.2524813949
723	0.2524720423
724	0.2524675252
725	0.2524592412
726	0.2524496029
727	0.2524410836
728	0.252437891
729	0.2524279291
730	0.2524252154
731	0.2524192916
732	0.252416656
733	0.2524147016
734	0.2524091509
735	0.2524067105
736	0.2524046708
737	0.2524019715
738	0.252397253
739	0.252392029
740	0.2523888991
741	0.252385982
742	0.2523818862
743	0.2523708854
744	0.2523625367
745	0.2523602041
746	0.2523553531
747	0.2523491088
748	0.2523460406
749	0.2523427956
750	0.2523337841
751	0.2523271596
752	0.2523214599
753	0.252312024
754	0.2523055022
755	0.2523014013
756	0.2522961414
757	0.2522893596
758	0.2522789825
759	0.2522716192
760	0.2522679971
761	0.2522567189
762	0.2522530085
763	0.252249485
764	0.2522384102
765	0.2522354098
766	0.2522314384
767	0.252229335
768	0.25222646
769	0.2522167313
770	0.2522132161
771	0.2522026191
772	0.252199518
773	0.2521973324
774	0.2521884103
775	0.2521833651
776	0.2521801222
777	0.2521767776
778	0.252167653
779	0.2521569379
780	0.2521523273
781	0.2521434782
782	0.2521395859
783	0.2521374106
784	0.2521268424
785	0.2521217725
786	0.2521148346
787	0.2521111015
788	0.2521072318
789	0.2520992386
790	0.2520935975
791	0.2520874497
792	0.2520803546
793	0.2520711643
794	0.2520681988
795	0.2520612691
796	0.2520571086
797	0.2520540075
798	0.2520511684
799	0.2520486582
800	0.2520461037
801	0.2520405992
802	0.2520385092
803	0.2520324673
804	0.2520258263
805	0.2520214901
806	0.2520179677
807	0.252015888
808	0.2520102725
809	0.2520042953
810	0.2520016042
811	0.2519936726
812	0.2519853434
813	0.251979282
814	0.2519741155
815	0.2519712394
816	0.2519676718
817	0.2519587199
818	0.2519510864
819	0.2519441197
820	0.2519331271
821	0.2519302181
822	0.2519231723
823	0.2519152264
824	0.2519073061
825	0.2519048431
826	0.2519017728
827	0.2518983696
828	0.2518939687
829	0.2518889338
830	0.2518871428
831	0.2518828785
832	0.2518804032
833	0.2518779402
834	0.2518759673
835	0.2518728395
836	0.2518707597
837	0.2518623997
838	0.2518546315
839	0.2518513105
840	0.2518429001
841	0.2518362612
842	0.251832558
843	0.2518228169
844	0.2518207475
845	0.2518144322
846	0.2518061287
847	0.2518035208
848	0.2518014822
849	0.2517943048
850	0.2517848289
851	0.2517820741
852	0.2517754382
853	0.2517706489
854	0.2517683544
855	0.2517655698
856	0.25176278
857	0.2517605359
858	0.2517568748
859	0.2517543409
860	0.25174666
861	0.2517408719
862	0.2517362819
863	0.2517334952
864	0.2517261247
865	0.251722589
866	0.2517143584
867	0.2517097211
868	0.2517056356
869	0.2517010939
870	0.2516982497
871	0.2516960652
872	0.2516932507
873	0.2516913529
874	0.2516892146
875	0.2516869602
876	0.2516839844
877	0.2516814361
878	0.2516792187
879	0.2516767208
880	0.251669564
881	0.251667251
882	0.2516610447
883	0.2516513344
884	0.2516446072
885	0.2516425747
886	0.2516402134
887	0.2516378429
888	0.2516338262
889	0.2516315205
890	0.251627736
891	0.2516238406
892	0.2516170055
893	0.2516146791
894	0.2516041839
895	0.2516025819
896	0.2515990667
897	0.2515958988
898	0.2515909307
899	0.2515874936
900	0.2515856399
901	0.2515769798
902	0.251575567
903	0.2515728656
904	0.2515654272
905	0.2515630752
906	0.2515614846
907	0.2515531718
908	0.2515495138
909	0.2515473036
910	0.2515335685
911	0.2515303091
912	0.2515254479
913	0.2515213449
914	0.2515139877
915	0.251510078
916	0.2515050656
917	0.2514976037
918	0.251494369
919	0.2514920118
920	0.2514840844
921	0.2514792149
922	0.2514705116
923	0.251468698
924	0.251466904
925	0.2514651911
926	0.2514622903
927	0.2514588666
928	0.2514521013
929	0.2514506442
930	0.2514477969
931	0.251439403
932	0.2514377836
933	0.2514312032
934	0.2514280682
935	0.2514250914
936	0.2514230806
937	0.2514166112
938	0.2514148767
939	0.2514121322
940	0.2514027713
941	0.2513978103
942	0.2513953576
943	0.2513897596
944	0.2513863708
945	0.2513793075
946	0.2513754101
947	0.2513728844
948	0.2513715136
949	0.2513690249
950	0.2513667613
951	0.2513634608
952	0.2513571076
953	0.2513498891
954	0.2513440353
955	0.2513391082
956	0.2513361273
957	0.2513300916
958	0.2513228084
959	0.2513206311
960	0.2513193138
961	0.2513173614
962	0.2513143168
963	0.251312158
964	0.2513078259
965	0.2513059784
966	0.2512956599
967	0.2512907061
968	0.2512875084
969	0.2512853208
970	0.2512834836
971	0.2512769155
972	0.2512709158
973	0.2512655602
974	0.2512564891
975	0.2512546416
976	0.2512519217
977	0.2512490498
978	0.2512409959
979	0.2512373574
980	0.2512353065
981	0.2512323975
982	0.2512247948
983	0.2512177294
984	0.2512129226
985	0.2512107011
986	0.2512014676
987	0.2511973822
988	0.2511929514
989	0.2511884529
990	0.2511847661
991	0.2511830521
992	0.2511791547
993	0.2511704854
994	0.2511679833
995	0.2511625754
996	0.2511603857
997	0.2511586101
998	0.251153381
999	0.2511511019
1000	0.2511426987
1001	0.2511402809
1002	0.2511386173
1003	0.2511368274
1004	0.251134573
1005	0.2511288362
1006	0.2511225837
1007	0.2511144456
1008	0.2511078447
1009	0.2511030132
1010	0.2510944415
1011	0.2510932845
1012	0.2510913342
1013	0.2510885907
1014	0.2510861339
1015	0.2510840921
1016	0.2510780276
1017	0.2510710897
1018	0.2510681725
1019	0.2510624409
1020	0.2510608297
1021	0.25105748
1022	0.2510523998
1023	0.251048116
1024	0.2510463312
1025	0.251044122
1026	0.2510409038
1027	0.2510349512
1028	0.2510327482
1029	0.2510305524
1030	0.2510271933
1031	0.2510253869
1032	0.2510215717
1033	0.2510193738
1034	0.2510172365
1035	0.2510149348
1036	0.2510085579
1037	0.2510008853
1038	0.2509962419
1039	0.250994008
1040	0.2509924616
1041	0.2509907877
1042	0.2509878664
1043	0.2509864125
1044	0.2509834203
1045	0.2509818091
1046	0.2509785508
1047	0.2509713354
1048	0.2509696595
1049	0.2509670681
1050	0.2509654548
1051	0.2509597006
1052	0.2509573825
1053	0.2509542978
1054	0.2509485406
1055	0.2509415697
1056	0.2509354723
1057	0.2509287451
1058	0.2509226929
1059	0.2509205988
1060	0.2509170681
1061	0.2509114085
1062	0.2509085437
1063	0.2509058855
1064	0.2509036649
1065	0.2508968308
1066	0.2508941623
1067	0.2508887225
1068	0.2508865123
1069	0.2508850244
1070	0.250882473
1071	0.2508802196
1072	0.2508779282
1073	0.2508727978
1074	0.2508709913
1075	0.250867659
1076	0.2508608701
1077	0.2508589887
1078	0.250856985
1079	0.2508551683
1080	0.2508498714
1081	0.2508439435
1082	0.250841871
1083	0.2508402772
1084	0.250836276
1085	0.2508340853
1086	0.2508312914
1087	0.2508260428
1088	0.2508238788
1089	0.2508216398
1090	0.2508184123
1091	0.2508164538
1092	0.2508073406
1093	0.2508052362
1094	0.2507999012
1095	0.2507928256
1096	0.2507853369
1097	0.2507793998
1098	0.2507779171
1099	0.2507730856
1100	0.2507658219
1101	0.2507593012
1102	0.250757539
1103	0.2507551623
1104	0.2507538625
1105	0.2507487546
1106	0.250743097
1107	0.2507410891
1108	0.2507384258
1109	0.2507366677
1110	0.2507287659
1111	0.2507246979
1112	0.2507208477
1113	0.2507155076
1114	0.2507130323
1115	0.2507080621
1116	0.2507063492
1117	0.2507012474
1118	0.2506998634
1119	0.2506978021
1120	0.2506948274
1121	0.2506929141
1122	0.2506839293
1123	0.2506779244
1124	0.2506759639
1125	0.2506700545
1126	0.2506649559
1127	0.2506598244
1128	0.2506561078
1129	0.2506542181
1130	0.2506496764
1131	0.2506475967
1132	0.2506421518
1133	0.2506385348
1134	0.2506364089
1135	0.2506342315
1136	0.2506319658
1137	0.2506270408
1138	0.2506234485
1139	0.2506223645
1140	0.2506209424
1141	0.2506112527
1142	0.2506068148
1143	0.2505991422
1144	0.2505945367
1145	0.250591599
1146	0.2505850742
1147	0.2505832225
1148	0.2505803105
1149	0.2505747967
1150	0.2505731064
1151	0.2505713268
1152	0.2505649725
1153	0.2505564932
1154	0.2505514984
1155	0.250549916
1156	0.2505478496
1157	0.2505455037
1158	0.2505410494
1159	0.2505356188
1160	0.2505319937
1161	0.2505258562
1162	0.2505197804
1163	0.2505153394
1164	0.250513422
1165	0.2505092738
1166	0.2505074818
1167	0.2505061234
1168	0.250502525
1169	0.2505009744
1170	0.2504932823
1171	0.2504911378
1172	0.2504893817
1173	0.250485995
1174	0.2504839224
1175	0.2504787159
1176	0.2504746571
1177	0.2504726976
1178	0.2504709981
1179	0.2504665817
1180	0.2504646479
1181	0.2504619517
1182	0.2504580028
1183	0.2504561584
1184	0.2504541095
1185	0.2504507536
1186	0.2504423473
1187	0.2504389667
1188	0.2504321212
1189	0.2504285177
1190	0.2504264544
1191	0.2504198936
1192	0.2504179423
1193	0.2504127183
1194	0.2504082711
1195	0.250405805
1196	0.2504019106
1197	0.2503973977
1198	0.2503961318
1199	0.2503882567
1200	0.2503814688
1201	0.2503794209
1202	0.25037308
1203	0.2503709171
1204	0.2503681663
1205	0.25036554
1206	0.2503567812
1207	0.2503532722
1208	0.2503516415
1209	0.2503439679
1210	0.2503365511
1211	0.2503289545
1212	0.2503222889
1213	0.2503197632
1214	0.2503180441
1215	0.2503161545
1216	0.2503088754
1217	0.2503067392
1218	0.2503018358
1219	0.250299754
1220	0.2502936792
1221	0.2502909408
1222	0.2502855154
1223	0.2502839751
1224	0.2502806079
1225	0.2502787809
1226	0.2502741868
1227	0.2502707086
1228	0.250266207
1229	0.2502622633
1230	0.2502581953
1231	0.2502557929
1232	0.2502516848
1233	0.2502493533
1234	0.250245573
1235	0.250236244
1236	0.2502324966
1237	0.2502293667
1238	0.2502227823
1239	0.2502168636
1240	0.2502129857
1241	0.2502100552
1242	0.2502065492
1243	0.2502042064
1244	0.2502025069
1245	0.2501941304
1246	0.2501924391
1247	0.25018471
1248	0.2501792558
1249	0.2501729817
1250	0.2501678943
1251	0.2501638828
1252	0.2501623271
1253	0.2501581142
1254	0.2501563767
1255	0.2501515729
1256	0.2501444901
1257	0.2501393237
1258	0.2501312883
1259	0.2501250461
1260	0.250121946
1261	0.2501180814
1262	0.2501115894
1263	0.2501039764
1264	0.2500967138
1265	0.2500899855
1266	0.2500883836
1267	0.2500847286
1268	0.2500764508
1269	0.2500704746
1270	0.2500684761
1271	0.2500642221
1272	0.2500584247
1273	0.2500527691
1274	0.2500492426
1275	0.2500423838
1276	0.2500370458
1277	0.2500336333
1278	0.2500290074
1279	0.250026232
1280	0.2500183426
1281	0.25001377
1282	0.2500112495
1283	0.2500054295
1284	0.2499991564
1285	0.24999724
1286	0.2499951274
1287	0.2499931915
1288	0.2499864067
1289	0.2499818527
1290	0.2499801295
1291	0.2499734968
1292	0.2499696455
1293	0.2499651593
1294	0.2499572288
1295	0.2499551295
1296	0.2499534762
1297	0.2499509495
1298	0.2499487372
1299	0.2499425823
1300	0.2499363544
1301	0.2499300607
1302	0.2499279409
1303	0.2499215476
1304	0.2499197463
1305	0.249914288
1306	0.2499078094
1307	0.2499013226
1308	0.2498996991
1309	0.2498957955
1310	0.2498939243
1311	0.2498893199
1312	0.2498837034
1313	0.2498770964
1314	0.2498736623
1315	0.2498709712
1316	0.2498634055
1317	0.2498618878
1318	0.2498589573
1319	0.2498550649
1320	0.2498527468
1321	0.2498499766
1322	0.2498473029
1323	0.2498413751
1324	0.2498341299
1325	0.2498259857
1326	0.2498220728
1327	0.2498153558
1328	0.2498070163
1329	0.2498015817
1330	0.2497995471
1331	0.2497951698
1332	0.2497888947
1333	0.249783123
1334	0.2497808932
1335	0.249777676
1336	0.249773534
1337	0.2497685217
1338	0.2497653302
1339	0.2497638711
1340	0.2497620924
1341	0.2497539975
1342	0.2497466896
1343	0.2497432844
1344	0.2497354946
1345	0.2497334056
1346	0.2497273493
1347	0.2497250723
1348	0.2497228477
1349	0.249720096
1350	0.24971185
1351	0.2497063403
1352	0.2497005142
1353	0.2496977399
1354	0.2496953878
1355	0.2496912304
1356	0.2496898926
1357	0.2496880759
1358	0.2496848032
1359	0.2496782064
1360	0.2496710157
1361	0.2496673412
1362	0.2496595525
1363	0.2496561493
1364	0.2496537705
1365	0.2496501372
1366	0.2496442268
1367	0.2496417052
1368	0.2496342926
1369	0.2496308041
1370	0.249628116
1371	0.2496245597
1372	0.2496223783
1373	0.2496170659
1374	0.2496134284
1375	0.2496113682
1376	0.2496078129
1377	0.2496050951
1378	0.2496026424
1379	0.2495966303
1380	0.2495891354
1381	0.2495836196
1382	0.2495810025
1383	0.2495763385
1384	0.2495694026
1385	0.2495641211
1386	0.249561059
1387	0.2495585477
1388	0.2495516211
1389	0.2495442588
1390	0.2495402545
1391	0.2495325346
1392	0.2495283104
1393	0.2495225212
1394	0.2495156552
1395	0.2495088077
1396	0.2495034717
1397	0.2495000367
1398	0.2494960899
1399	0.2494892619
1400	0.2494875069
1401	0.2494849925
1402	0.249481651
1403	0.2494754477
1404	0.2494722429
1405	0.2494685067
1406	0.249465196
1407	0.2494615308
1408	0.2494562677
1409	0.2494485047
1410	0.2494425727
1411	0.2494362277
1412	0.2494306769
1413	0.2494288818
1414	0.249426649
1415	0.2494206677
1416	0.2494139784
1417	0.249412097
1418	0.2494074207
1419	0.2494048591
1420	0.2494013952
1421	0.249399223
1422	0.2493954766
1423	0.2493915134
1424	0.2493870416
1425	0.2493819892
1426	0.2493749721
1427	0.249372691
1428	0.2493702146
1429	0.2493670365
1430	0.2493641522
1431	0.2493606812
1432	0.2493576355
1433	0.2493556606
1434	0.2493501345
1435	0.2493406195
1436	0.2493355558
1437	0.2493324506
1438	0.2493294985
1439	0.2493260809
1440	0.2493211559
1441	0.2493157799
1442	0.2493116543
1443	0.2493094369
1444	0.2493069749
1445	0.24930295
1446	0.2492993002
1447	0.2492949918
1448	0.2492930723
1449	0.2492896003
1450	0.2492874178
1451	0.2492839663
1452	0.2492816821
1453	0.249278992
1454	0.2492759988
1455	0.2492739879
1456	0.2492708395
1457	0.249268768
1458	0.2492659423
1459	0.2492621425
1460	0.249257835
1461	0.2492528617
1462	0.2492507748
1463	0.2492478032
1464	0.249245705
1465	0.2492431865
1466	0.249238318
1467	0.2492354296
1468	0.249230631
1469	0.2492265517
1470	0.2492216996
1471	0.2492191699
1472	0.2492144946
1473	0.2492117058
1474	0.2492045716
1475	0.2491991113
1476	0.2491961941
1477	0.2491942007
1478	0.2491921477
1479	0.249189846
1480	0.2491839839
1481	0.249178727
1482	0.2491734383
1483	0.2491707451
1484	0.249165928
1485	0.2491641165
1486	0.2491613175
1487	0.2491584835
1488	0.2491497587
1489	0.2491438535
1490	0.249136896
1491	0.249134098
1492	0.2491313453
1493	0.2491277818
1494	0.2491250783
1495	0.2491194228
1496	0.2491132843
1497	0.2491101143
1498	0.2491074448
1499	0.2491049355
1500	0.2490978137
1501	0.2490911018
1502	0.2490857668
1503	0.2490815765
1504	0.2490777243
1505	0.2490742543
1506	0.2490685063
1507	0.2490625877
1508	0.2490597476
1509	0.2490576678
1510	0.2490511974
1511	0.2490485567
1512	0.2490442071
