iter	Passed	Remaining
1664	30799	6196
1665	30815	6177
1666	30835	6159
1667	30854	6141
1668	30873	6122
1669	30901	6106
1670	30926	6089
1671	30950	6071
1672	30967	6052
1673	30984	6034
1674	31001	6015
1675	31026	5997
1676	31049	5980
1677	31068	5961
1678	31087	5943
1679	31107	5925
1680	31127	5906
1681	31146	5888
1682	31164	5869
1683	31186	5852
1684	31207	5833
1685	31227	5815
1686	31244	5796
1687	31262	5778
1688	31278	5759
1689	31296	5740
1690	31313	5722
1691	31332	5703
1692	31352	5685
1693	31370	5666
1694	31385	5647
1695	31403	5628
1696	31422	5610
1697	31441	5591
1698	31458	5573
1699	31477	5554
1700	31495	5536
1701	31514	5517
1702	31533	5499
1703	31550	5480
1704	31569	5462
1705	31589	5443
1706	31610	5425
1707	31631	5407
1708	31653	5389
1709	31676	5371
1710	31700	5354
1711	31725	5337
1712	31748	5319
1713	31766	5300
1714	31790	5283
1715	31813	5265
1716	31833	5246
1717	31851	5228
1718	31868	5209
1719	31887	5191
1720	31907	5172
1721	31927	5154
1722	31947	5136
1723	31966	5117
1724	31984	5099
1725	32004	5080
1726	32023	5062
1727	32043	5043
1728	32061	5025
1729	32078	5006
1730	32098	4988
1731	32118	4969
1732	32143	4952
1733	32158	4933
1734	32175	4914
1735	32193	4895
1736	32212	4877
1737	32230	4858
1738	32247	4839
1739	32266	4821
1740	32284	4802
1741	32300	4783
1742	32316	4765
1743	32333	4746
1744	32349	4727
1745	32366	4708
1746	32384	4689
1747	32401	4671
1748	32419	4652
1749	32436	4633
1750	32453	4615
1751	32473	4596
1752	32496	4578
1753	32516	4560
1754	32534	4541
1755	32554	4523
1756	32573	4505
1757	32592	4486
1758	32611	4468
1759	32629	4449
1760	32649	4431
1761	32667	4412
1762	32686	4393
1763	32705	4375
1764	32725	4357
1765	32744	4338
1766	32762	4320
1767	32781	4301
1768	32801	4283
1769	32820	4264
1770	32837	4246
1771	32855	4227
1772	32876	4209
1773	32893	4190
1774	32912	4171
1775	32930	4153
1776	32948	4134
1777	32966	4116
1778	32987	4097
1779	33004	4079
1780	33025	4060
1781	33045	4042
1782	33064	4024
1783	33082	4005
1784	33101	3987
1785	33119	3968
1786	33138	3949
1787	33158	3931
1788	33177	3913
1789	33194	3894
1790	33215	3876
1791	33233	3857
1792	33252	3838
1793	33269	3820
1794	33287	3801
1795	33306	3783
1796	33324	3764
1797	33343	3746
1798	33362	3727
1799	33381	3709
1800	33398	3690
1801	33417	3671
1802	33434	3653
1803	33456	3634
1804	33478	3616
1805	33495	3598
1806	33514	3579
1807	33532	3560
1808	33552	3542
1809	33574	3524
1810	33615	3508
1811	33646	3490
1812	33672	3473
1813	33696	3455
1814	33719	3436
1815	33742	3418
1816	33764	3400
1817	33788	3382
1818	33809	3364
1819	33832	3346
1820	33855	3327
1821	33874	3309
1822	33895	3290
1823	33915	3272
1824	33936	3254
1825	33958	3235
1826	33979	3217
1827	33998	3199
1828	34018	3180
1829	34038	3162
1830	34059	3143
1831	34079	3125
1832	34099	3106
1833	34118	3088
1834	34137	3069
1835	34156	3050
1836	34173	3032
1837	34192	3013
1838	34212	2995
1839	34229	2976
1840	34248	2957
1841	34269	2939
1842	34289	2921
1843	34310	2902
1844	34328	2883
1845	34347	2865
1846	34367	2846
1847	34385	2828
1848	34404	2809
1849	34425	2791
1850	34441	2772
1851	34462	2754
1852	34480	2735
1853	34500	2716
1854	34519	2698
1855	34538	2679
1856	34556	2661
1857	34575	2642
1858	34596	2624
1859	34616	2605
1860	34634	2586
1861	34655	2568
1862	34673	2549
1863	34693	2531
1864	34713	2512
1865	34733	2494
1866	34751	2475
1867	34770	2457
1868	34789	2438
1869	34808	2419
1870	34828	2401
1871	34846	2382
1872	34865	2364
1873	34883	2345
1874	34902	2326
1875	34919	2308
1876	34938	2289
1877	34957	2270
1878	34978	2252
1879	34996	2233
1880	35015	2215
1881	35035	2196
1882	35054	2178
1883	35073	2159
1884	35094	2141
1885	35112	2122
1886	35137	2104
1887	35160	2085
1888	35178	2067
1889	35197	2048
1890	35215	2029
1891	35234	2011
1892	35253	1992
1893	35274	1974
1894	35294	1955
1895	35312	1936
1896	35330	1918
1897	35350	1899
1898	35368	1881
1899	35387	1862
1900	35405	1843
1901	35426	1825
1902	35450	1806
1903	35475	1788
1904	35494	1770
1905	35513	1751
1906	35531	1732
1907	35549	1714
1908	35566	1695
1909	35584	1676
1910	35604	1658
1911	35624	1639
1912	35645	1621
1913	35663	1602
1914	35681	1583
1915	35697	1565
1916	35715	1546
1917	35735	1527
1918	35753	1509
1919	35770	1490
1920	35791	1471
1921	35813	1453
1922	35831	1434
1923	35848	1416
1924	35866	1397
1925	35885	1378
1926	35908	1360
1927	35926	1341
1928	35949	1323
1929	35974	1304
1930	35999	1286
1931	36025	1267
1932	36053	1249
1933	36075	1231
1934	36097	1212
1935	36118	1194
1936	36139	1175
1937	36160	1156
1938	36179	1138
1939	36198	1119
1940	36216	1100
1941	36234	1082
1942	36257	1063
1943	36281	1045
1944	36305	1026
1945	36325	1007
1946	36345	989
1947	36368	970
1948	36388	952
1949	36410	933
1950	36431	914
1951	36449	896
1952	36467	877
1953	36484	858
1954	36502	840
1955	36521	821
1956	36542	802
1957	36562	784
1958	36583	765
1959	36601	746
1960	36618	728
1961	36637	709
1962	36657	690
1963	36677	672
1964	36698	653
1965	36717	634
1966	36739	616
1967	36757	597
1968	36775	578
1969	36796	560
1970	36816	541
1971	36835	523
1972	36853	504
1973	36872	485
1974	36890	466
1975	36909	448
1976	36926	429
1977	36944	410
1978	36966	392
1979	36984	373
1980	37004	354
1981	37022	336
1982	37039	317
1983	37059	298
1984	37080	280
1985	37099	261
1986	37116	242
1987	37134	224
1988	37154	205
1989	37172	186
1990	37192	168
1991	37209	149
1992	37229	130
1993	37247	112
1994	37264	93
1995	37281	74
1996	37300	56
1997	37316	37
1998	37334	18
1999	37355	0
